name,category,evolution_stage,rarity,description,image_url
Erika's Bellsprout - Gym Challenge,Grass,1,Uncommon,"Ability (Pokémon Power) - Soak Up: Once during your turn (before your attack), you may take up to 2 Grass Energy cards attached to your other Pokémon and attach them to Erika's Bellsprout. This power can't be used if Erika's Bellsprout is Asleep, Confused, or Paralyzed.

Attack (Grass) - Stretch Vine: Choose 1 of your opponent's Benched Pokémon, and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)

Evolves into: Weepinbell",https://images.pokemontcg.io/gym2/38.png
Erika's Bulbasaur - Gym Challenge,Grass,1,Uncommon,"Attack (Grass) - Sleep Seed: 10 damage. The Defending Pokémon is now Asleep.

Attack (Grass + Grass) - Errand-Running: Flip a coin. If heads, you may search your deck for a Trainer card. Show it to your opponent and put it into your hand. Shuffle your deck afterward.

Evolves into: Ivysaur",https://images.pokemontcg.io/gym2/39.png
Erika's Clefairy - Gym Challenge,Colorless,1,Uncommon,"Attack (Colorless) - Lunar Power: Flip a coin. If heads, search your deck for a card that evolves from 1 of your Benched Pokémon and put that card on that Pokémon. (This counts as evolving that Pokémon.) Shuffle your deck afterward.

Attack (Colorless + Colorless) - Moon Kick: 20 damage. 

Evolves into: Clefable",https://images.pokemontcg.io/gym2/40.png
Erika's Ivysaur - Gym Challenge,Grass,2,Uncommon,"Evolves from: Erika's Bulbasaur

Ability (Pokémon Power) - Relaxing Scent: As long as Erika's Ivysaur is your Active Pokémon, whenever an attack (even your own) does damage to any Pokémon (after applying Weakness and Resistance), that attack only does half the damage to that Pokémon (rounded up to the nearest 10). (Any other effects of attacks still happen.) This power stops working while Erika's Ivysaur is Asleep, Confused, or Paralyzed.

Attack (Grass + Grass + Grass) - Double Razor Leaf: 40× damage. Flip 2 coins. This attack does 40 damage times the number of heads.

Evolves into: Venusaur",https://images.pokemontcg.io/gym2/41.png
Giovanni's Machoke - Gym Challenge,Fighting,2,Uncommon,"Evolves from: Giovanni's Machop

Attack (Fighting) - Risky Attack: 60 damage. Flip a coin. If tails, this attack does no damage to the Defending Pokémon and Giovanni's Machoke does 100 damage to itself.

Attack (Fighting + Fighting + Colorless) - Headlock: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokémon is now Paralyzed. If tails, this attack does 20 damage.

Evolves into: Machamp",https://images.pokemontcg.io/gym2/42.png
Giovanni's Meowth - Gym Challenge,Colorless,1,Uncommon,"Attack (Colorless) - False Charity: Flip a coin. If heads, look at the top card of your opponent's deck. If it's a Trainer card, put it in your opponent's discard pile; otherwise, put it into his or her hand.

Attack (Colorless + Colorless) - Double Scratch: 20× damage. Flip 2 coins. This attack does 20 damage times the number of heads.

Evolves into: Persian",https://images.pokemontcg.io/gym2/43.png
Giovanni's Nidorina - Gym Challenge,Grass,2,Uncommon,"Evolves from: Giovanni's Nidoran ♀

Attack (Grass + Colorless) - Poison Sting Tackle: 30 damage. Giovanni's Nidorina does 20 damage to itself. Flip a coin. If heads, the Defending Pokémon is now Poisoned.

Attack (Grass + Colorless + Colorless) - Body Slam: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Evolves into: Nidoqueen",https://images.pokemontcg.io/gym2/44.png
Giovanni's Nidorino - Gym Challenge,Grass,2,Uncommon,"Evolves from: Giovanni's Nidoran ♂

Attack (Grass + Colorless + Colorless) - Rend: 20+ damage. If the Defending Pokémon already has any damage counters on it, this attack does 20 damage plus 20 more damage. If not, this attack does 20 damage.

Evolves into: Nidoking",https://images.pokemontcg.io/gym2/45.png
Koga's Golbat - Gym Challenge,Grass,2,Uncommon,"Evolves from: Koga's Zubat

Attack (Colorless + Colorless) - Bite: 20 damage. 

Attack (Grass + Grass + Grass) - Sonic Scream: 30 damage. Flip a coin. If heads, the Defending Pokémon is now Confused.

Evolves into: Crobat",https://images.pokemontcg.io/gym2/46.png
Koga's Kakuna - Gym Challenge,Grass,2,Uncommon,"Evolves from: Koga's Weedle

Ability (Pokémon Power) - Emerge: Once during your turn (before your attack), you may flip a coin. If heads, search your deck for an Evolution card named Koga's Beedrill and put it on Koga's Kakuna. (This counts as evolving Koga's Kakuna.) Shuffle your deck afterward. This power can't be used if Koga's Kakuna is Asleep, Confused, or Paralyzed.

Attack (Grass) - Toxic Secretion: Flip a coin. If heads, the Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned).

Evolves into: Beedrill",https://images.pokemontcg.io/gym2/47.png
Koga's Koffing - Gym Challenge,Grass,1,Uncommon,"Attack (Grass) - Smokescreen: 10 damage. If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.

Attack (Grass + Colorless) - Obscuring Gas: 30 damage. Flip a coin. If heads, shuffle Koga's Koffing and all cards attached to it into your deck (after doing damage).

Evolves into: Weezing",https://images.pokemontcg.io/gym2/48.png
Koga's Pidgey - Gym Challenge,Colorless,1,Uncommon,"Attack (Colorless) - Messenger: Put Koga's Pidgey and all cards attached to it on top of your deck. Then search your deck for any Basic Pokémon or Evolution card not named Koga's Pidgey. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.

Attack (Colorless + Colorless) - Wing Attack: 20 damage. 

Evolves into: Pidgeotto",https://images.pokemontcg.io/gym2/49.png
Koga's Weezing - Gym Challenge,Grass,2,Uncommon,"Evolves from: Koga's Koffing

Attack (Grass + Grass) - Spontaneous Explosion: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 30 more damage and Koga's Weezing does 30 damage to itself; if tails, this attack does 10 damage.

Attack (Grass + Grass + Colorless) - Toxic Cloud: 20 damage. Flip a coin. If heads, this Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned).",https://images.pokemontcg.io/gym2/50.png
Lt. Surge's Eevee - Gym Challenge,Colorless,1,Uncommon,"Attack (Colorless) - Surprise: Look at a random card from your opponent's hand. Your opponent shuffles that card into his or her deck.

Attack (Colorless + Colorless) - Scratch: 20 damage. 

Evolves into: Vaporeon, Jolteon, Flareon, Sylveon, Espeon, Umbreon, Leafeon, Glaceon",https://images.pokemontcg.io/gym2/51.png
Lt. Surge's Electrode - Gym Challenge,Lightning,2,Uncommon,"Evolves from: Lt. Surge's Voltorb

Ability (Pokémon Power) - Shock Blast: If Lt. Surge's Electrode is your Active Pokémon and gets damaged (even if it's Knocked Out), flip a coin. If tails, this power does 20 damage to each Active Pokémon. This power works even if Lt. Surge's Electrode is already Asleep, Confused, or Paralyzed when it takes damage.

Attack (Lightning + Lightning + Colorless) - Power Ball: 30+ damage. Flip 3 coins. This attack does 30 damage plus 10 more damage for each heads.",https://images.pokemontcg.io/gym2/52.png
Lt. Surge's Raticate - Gym Challenge,Colorless,2,Uncommon,"Evolves from: Lt. Surge's Rattata

Attack (Colorless) - Focus Energy: During your next turn, Lt. Surge's Raticate's Double-edge attack's damage (base damage and damage to itself) is doubled.

Attack (Colorless + Colorless) - Double-edge: 40 damage. Lt. Surge's Raticate does 20 damage to itself.",https://images.pokemontcg.io/gym2/53.png
Misty's Dewgong - Gym Challenge,Water,2,Uncommon,"Evolves from: Misty's Seel

Attack (Water + Water) - Ice Throw: 20 damage. If the Defending Pokémon is Fighting, this attack's base damage is doubled.

Attack (Water + Colorless + Colorless + Colorless) - Take Down: 60 damage. Misty's Dewgong does 20 damage to itself.",https://images.pokemontcg.io/gym2/54.png
Sabrina's Haunter - Gym Challenge,Psychic,2,Uncommon,"Evolves from: Sabrina's Gastly

Attack (Psychic + Psychic) - Nightmare: 20 damage. The Defending Pokémon is now Asleep.

Attack (Psychic + Psychic + Psychic) - Shadow Attack: Flip a coin. If heads, and if your opponent has any Benched Pokémon, choose 1 of them and this attack does 30 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)

Evolves into: Gengar",https://images.pokemontcg.io/gym2/55.png
Sabrina's Hypno - Gym Challenge,Psychic,2,Uncommon,"Evolves from: Sabrina's Drowzee

Attack (Psychic) - Invigorate: Choose 1 Basic Pokémon in any player's discard pile. Put it onto that player's Bench. Put a number of damage counters on that Pokémon equal to half its HP (rounded down to the nearest 10). (You can't put a Pokémon on a Bench that's full.)

Attack (Psychic + Psychic) - Pendulum Curse: 20× damage. Flip a number of coins equal to the number of damage counters on the Defending Pokémon. This attack does 20 damage times the number of heads.",https://images.pokemontcg.io/gym2/56.png
Sabrina's Jynx - Gym Challenge,Psychic,1,Uncommon,"Attack (Psychic) - Helping Hand: Choose 1 of your opponent's Pokémon. Remove any number of damage counters from that Pokémon, then draw that many cards.

Attack (Psychic + Colorless) - Hug: 20 damage. Flip a coin. If heads, the Defending Pokémon can't retreat during your opponent's next turn.",https://images.pokemontcg.io/gym2/57.png
Sabrina's Kadabra - Gym Challenge,Psychic,2,Uncommon,"Evolves from: Sabrina's Abra

Attack (Psychic) - Life Drain: Flip a coin. If heads, put a number of damage counters on the Defending Pokémon so that its remaining HP are 10.

Attack (Psychic + Colorless + Colorless) - Psyshot: 30 damage. 

Evolves into: Alakazam",https://images.pokemontcg.io/gym2/58.png
Sabrina's Mr. Mime - Gym Challenge,Psychic,1,Uncommon,Attack (Psychic + Colorless) - Magic Darts: Choose 1 of your opponent's Pokémon and flip 3 coins. This attack does 10 damage times the number of heads to that Pokémon. Don't apply Weakness and Resistance for this attack.,https://images.pokemontcg.io/gym2/59.png
Blaine's Charmander - Gym Challenge,Fire,1,Common,"Attack (Fire) - Fire Tail Slap: 20 damage. Use this attack only if there are any Fire Energy cards attached to Blaine's Charmander. Flip a coin. If tails, discard 1 of those cards.

Evolves into: Charmeleon",https://images.pokemontcg.io/gym2/60.png
Blaine's Doduo - Gym Challenge,Colorless,1,Common,"Attack (Colorless) - Wild Kick: 20 damage. Flip a coin. If tails, this attack does nothing.

Attack (Colorless + Colorless) - Retaliate: 10× damage. Does 10 damage times the number of damage counters on Blaine's Doduo.

Evolves into: Dodrio",https://images.pokemontcg.io/gym2/61.png
Blaine's Growlithe - Gym Challenge,Fire,1,Common,"Attack (Fire) - Stoke: Search your deck for a Fire Energy card and attach it to Blaine's Growlithe. Shuffle your deck afterward.

Attack (Fire + Colorless + Colorless) - Body Slam: 20 damage. Flip a coin. If heads, the Defending Pokémon is now Paralyzed.

Evolves into: Arcanine",https://images.pokemontcg.io/gym2/62.png
Blaine's Mankey - Gym Challenge,Fighting,1,Common,"Attack (Colorless) - Pranks: Flip a coin. If heads, choose a card from your opponent's discard pile and put it on top of his or her deck.

Attack (Fighting) - Fury Swipes: 10× damage. Flip 3 coins. This attack does 10 damage times the number of heads.

Evolves into: Primeape",https://images.pokemontcg.io/gym2/63.png
Blaine's Ponyta - Gym Challenge,Fire,1,Common,"Attack (Colorless + Colorless) - Hind Kick: 20 damage. If you have any Benched Pokémon, flip a coin. If heads, switch Blaine's Ponyta with 1 of your Benched Pokémon.

Evolves into: Rapidash",https://images.pokemontcg.io/gym2/64.png
Blaine's Rhyhorn - Gym Challenge,Fighting,1,Common,"Attack (Fighting) - Horn Charge: 30 damage. Flip a coin. If tails, this attack does nothing.

Attack (Colorless + Colorless + Colorless) - Overrun: 20 damage. Flip a coin. If heads and if your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)

Evolves into: Rhydon",https://images.pokemontcg.io/gym2/65.png
Blaine's Vulpix - Gym Challenge,Fire,1,Common,"Attack (Colorless) - Bite: 10 damage. 

Attack (Fire) - Call Will-o'-the-wisp: Flip 3 coins. For each heads, if you have a Fire Energy card in your discard pile, put it into your hand.

Evolves into: Ninetales",https://images.pokemontcg.io/gym2/66.png
Brock's Diglett - Gym Challenge,Fighting,1,Common,"Attack (Fighting) - Surprise Attack: 20 damage. Flip a coin. If tails, this attack does nothing.

Attack (Fighting + Colorless) - Tremor: 40 damage. Does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)

Evolves into: Dugtrio",https://images.pokemontcg.io/gym2/67.png
Brock's Geodude - Gym Challenge,Fighting,1,Common,"Attack (Fighting) - Rock Toss: 10× damage. Flip 3 coins. This attack does 10 damage times the number of heads.

Evolves into: Graveler",https://images.pokemontcg.io/gym2/68.png
Erika's Jigglypuff - Gym Challenge,Colorless,1,Common,"Attack (Colorless) - Group Therapy: You and your opponent remove 1 damage counter from each of your Pokémon with damage counters on them.

Attack (Colorless + Colorless) - Pulled Punch: 40- damage. If the Defending Pokémon has no damage counters on it, this attack does 40 damage. If it has any damage counters on it, this attack does 10 damage.

Evolves into: Wigglytuff",https://images.pokemontcg.io/gym2/69.png
Erika's Oddish - Gym Challenge,Grass,1,Common,"Attack (Grass) - Strange Powder: 10 damage. Flip a coin. If heads, the Defending Pokémon is now Confused; if tails, the Defending Pokémon is now Asleep.

Evolves into: Gloom",https://images.pokemontcg.io/gym2/70.png
Erika's Paras - Gym Challenge,Grass,1,Common,"Attack (Colorless) - Irongrip: 10 damage. 

Attack (Grass + Grass) - Poison Spore: Flip a coin. If heads, the Defending Pokémon is now Poisoned and this attack does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)

Evolves into: Parasect",https://images.pokemontcg.io/gym2/71.png
Giovanni's Machop - Gym Challenge,Fighting,1,Common,"Attack (Colorless) - Chop: 10 damage. 

Attack (Fighting + Fighting) - Fury Punch: 20× damage. Flip a coin. If heads, this attack does 20 damage times the number of damage counters on Giovanni's Machop.

Evolves into: Machoke",https://images.pokemontcg.io/gym2/72.png
Giovanni's Magikarp - Gym Challenge,Water,1,Common,"Attack (Water) - Ancestral Memory: 40 damage. Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Giovanni's Magikarp stays in play (even putting Giovanni's Magikarp on the Bench won't let you use it again).

Attack (Water + Colorless) - Flail Around: 10× damage. Flip 3 coins. This attack does 10 damage times the number of heads.

Evolves into: Gyarados",https://images.pokemontcg.io/gym2/73.png
